50000 200000
20482 41541 8
18384 36372 6
37828 21696 4
8331 21091 10
15002 46406 10
39936 15533 4
32020 36916 8
1271 20542 9
6264 25175 3
40868 21079 2
34683 32174 8
39491 47698 5
4386 29457 7
12660 18101 3
23840 3868 8
16160 14636 1
21444 23341 10
31624 36823 3
17875 20973 8
20589 39634 9
13111 42325 4
39163 39654 2
19373 48065 1
48201 12775 9
33038 18511 4
24642 27721 1
19541 17104 4
9441 19405 1
1888 42705 7
5158 24158 8
9674 29273 7
36389 10287 10
29107 49706 6
7061 17927 8
18084 12961 10
29709 18662 3
38435 8423 6
1111 8120 1
21399 36213 8
24171 9289 6
47218 24577 9
1668 41214 7
42357 21226 7
11665 21404 10
49842 2263 5
21234 37068 10
2580 33535 1
47367 47007 3
32550 4186 2
9169 9933 2
34260 10707 4
6020 49457 6
23401 22161 2
27042 22516 2
32273 26251 9
4073 34385 7
42062 25951 3
35920 5863 4
29392 10424 2
49988 17088 4
15680 3703 9
1587 3439 4
31371 2778 1
14352 49710 4
10002 9022 9
20936 21164 7
49542 41571 7
1261 33439 5
32258 1540 7
36046 4453 1
13115 38644 1
13686 15040 10
32208 468 6
45994 5283 10
24124 33367 3
26029 13944 3
35142 481 10
18442 17409 9
24530 33481 7
10476 13211 10
16795 21920 4
21434 17061 7
7809 42628 5
29599 1888 8
39542 42690 9
26587 13408 3
7385 2730 7
6994 48681 4
13116 49791 10
48215 48973 5
45203 44184 4
38879 19881 6
30394 3563 4
37148 16536 4
33495 1560 5
810 14183 3
21884 13523 8
47182 25465 6
30007 25608 10
49404 10830 8
31468 36754 10
18700 43714 4
5090 40394 2
17 2044 10
3278 734 5
0 19886 8
24996 47759 10
10452 6372 1
24120 14110 4
27732 48617 6
4987 18348 7
42836 1467 5
2293 7869 5
9295 17217 8
13412 7885 1
31228 11441 1
7378 5642 4
29834 37996 9
17900 17699 1
46063 36911 8
4147 47935 3
14121 4270 7
44434 24734 1
2435 32599 7
30520 27028 3
869 37798 1
43031 4129 5
46524 18452 8
13284 17516 1
43990 17823 4
15389 45198 8
127 42610 1
36910 28530 9
46068 32016 4
46895 48662 1
18777 23857 2
39193 24071 8
30964 35690 3
24462 43162 6
47592 36111 9
9548 21018 6
26673 11400 10
26331 24386 8
22769 19165 3
44083 49260 8
44283 35538 7
23614 28292 2
39462 16593 3
21810 23505 8
29541 49394 9
44586 10766 1
22508 33184 3
39242 22390 9
41464 48810 3
37597 9143 4
45430 25975 2
27458 7332 9
35651 2751 9
6803 37713 1
16693 36074 3
48477 14862 6
32058 7662 6
47962 24466 9
25884 34283 7
14357 37815 6
49140 26738 2
14798 41973 8
10204 45478 4
46937 39 9
7064 32453 3
4732 45543 5
15848 49532 7
19848 13713 9
41828 6329 4
1540 1062 1
19384 7934 4
12170 44596 2
4392 16609 8
7795 27650 6
43357 26411 1
45732 39161 5
22489 25411 6
13660 19908 7
40583 38645 8
41629 40291 10
2744 44506 8
2065 32767 6
23035 2034 5
45916 31037 7
49343 35325 2
27702 45127 10
40647 23006 8
1790 24901 1
31945 49745 2
31121 16525 9
6032 5437 4
47466 46898 2
29798 24893 6
15818 39558 8
2250 21159 5
36216 46139 8
14192 40220 7
6222 674 3
38890 44252 1
33180 29126 2
32903 11877 8
18005 45687 10
25439 35105 1
16593 38381 2
45758 33864 8
11397 29604 5
10665 2609 5
39395 21719 7
7187 45010 3
5034 13049 8
31866 16321 1
25382 48793 3
24688 2875 5
11971 14642 6
44763 38244 8
14990 46781 8
45926 7608 2
10776 9122 3
48519 39662 10
1551 28711 8
24030 45804 7
1345 46426 9
45469 24136 9
6968 27434 8
2197 18278 7
36522 46009 7
4386 4271 2
17221 43561 6
31105 26301 9
15940 9012 2
1580 10616 2
37383 12241 4
29235 43244 9
24465 36527 5
31318 4379 3
38149 27083 2
36678 2605 4
13267 9659 5
8730 48931 7
733 24370 1
33436 797 2
34377 43641 5
38376 34768 1
19879 8982 6
15969 31482 4
12364 43518 8
31344 31374 4
6491 11299 7
36243 41510 9
4647 9575 3
33414 9529 2
31305 33645 2
37103 10795 4
41087 49375 7
41000 23705 4
17201 26633 1
49307 28303 1
21003 25862 1
12622 44017 6
25609 29479 10
14727 49060 3
31415 40297 9
26642 42338 3
15816 39254 9
18849 32580 2
28360 39309 1
27349 4347 9
5560 46168 3
42034 2618 6
18178 25773 5
30441 42609 6
19889 35080 10
21436 20194 8
33517 31967 7
49638 45118 10
45563 36712 10
39278 43319 10
8995 30757 6
5962 45313 8
22440 34913 9
40394 41377 2
16488 41230 5
17776 18936 10
33653 14931 6
21244 15690 10
12534 22840 5
12572 21954 9
44308 26970 5
17295 39174 7
43888 43195 4
40177 9127 5
12449 45030 6
46702 35571 9
21046 13399 8
38125 34086 3
7681 47486 5
41850 16189 4
39199 41513 6
11998 42433 8
24575 16097 7
31741 46992 5
37236 30086 9
22373 9590 5
39713 4721 5
8154 24678 9
25760 214 2
12381 16699 8
29803 36087 10
18159 33496 10
27557 13054 5
3341 28030 8
39011 7083 8
28650 25354 6
7827 9157 3
8055 23680 1
2689 4605 5
7042 35945 9
17590 8350 2
48694 45005 7
13427 2617 10
3924 645 2
22125 40918 5
18624 28167 4
15105 14446 10
39561 37395 5
36216 23170 4
9942 1504 9
38280 20756 4
11261 25118 4
35501 40389 1
10511 5975 10
48526 40247 5
31867 8163 2
16134 26633 4
15861 30114 10
10855 11373 4
18315 7037 1
15648 43985 5
28520 37987 10
25342 29239 4
15216 6577 2
26773 46689 8
29001 9855 7
40308 49197 7
1509 35472 5
13443 44126 8
28616 34336 6
21107 1357 8
33263 40346 7
28979 39751 4
24442 9470 2
39384 45805 7
11035 26476 4
14282 20592 6
26548 17966 4
46853 19049 4
24867 39350 8
1590 44989 10
15995 42301 2
29638 46731 1
25484 37464 6
23561 24967 1
32175 28592 8
27796 5862 7
16706 22821 4
17637 24025 5
31360 10361 3
14361 38370 9
39262 34795 4
2378 24998 6
3144 49853 4
5896 46340 3
6054 40334 9
3281 16409 2
34423 16721 8
9766 19212 3
28566 18252 3
15013 26834 5
10920 34112 2
15192 6047 10
3417 37526 3
18890 35909 8
27739 11005 4
1126 12804 10
46696 5049 2
6652 17632 3
34993 8135 8
36270 49863 6
47396 11725 3
34973 12242 4
573 21330 3
17847 33636 1
32827 33063 1
25808 8844 3
3168 30740 3
8669 15854 10
24064 37608 5
30304 16108 8
11478 46544 2
46755 16267 3
41951 39715 1
4395 24734 3
37 18822 8
34661 32109 7
36065 35485 7
34409 30580 9
23195 39683 10
47078 49108 7
49258 16477 9
26717 10937 9
32750 8273 1
13558 4811 10
24084 19558 2
39609 27027 7
24637 19629 6
1564 20614 8
13022 49172 1
14127 28543 3
29487 38694 3
42537 19790 7
16023 9326 1
14881 28772 5
31901 26164 8
46719 30487 6
13414 30362 3
27249 3365 4
9537 41944 2
19360 24512 1
22973 30480 7
42823 28402 2
39206 19264 6
33591 36150 8
2655 31421 2
23100 21722 4
20338 33208 3
724 6638 3
48780 46602 9
17669 3924 1
33391 14332 9
24331 1582 8
26438 21891 10
30165 22736 10
21400 18672 6
3336 33881 10
8080 28730 8
28403 33683 1
43667 35913 10
33157 4409 3
24767 21636 8
47936 47352 5
9434 9319 4
6107 40427 7
18072 25847 4
2745 2884 5
793 8712 4
27418 37309 4
27367 9938 7
35851 37236 5
13802 37 2
10708 2455 5
47660 31631 2
14358 30690 3
44080 32340 2
5240 43870 8
22461 40422 6
30731 16913 10
36606 35908 6
41387 43577 6
34518 10197 10
34081 44734 5
38918 16075 4
1456 28434 8
17838 21505 9
19698 32694 7
3361 38777 5
16884 6979 3
36373 14655 4
16301 30431 3
6461 45703 9
33150 23789 7
48662 26204 7
37130 21706 5
5316 15892 3
40832 31534 2
20575 3729 7
26602 28322 3
27146 31009 1
21874 24273 2
20185 15445 8
32234 25974 10
14026 26562 7
15408 18773 4
40014 10806 6
10432 39189 6
38892 24697 2
6596 5380 2
48328 556 3
35413 28084 8
6049 45703 3
3365 136 8
11637 2142 3
19098 24036 6
43650 37486 2
2649 10827 5
21636 6551 1
38198 5396 1
40262 13 4
11136 25615 8
7047 17519 10
19099 40333 9
4697 40156 5
9084 4256 8
39725 17038 3
42170 45871 9
6299 32533 10
14666 45156 5
2099 25781 6
43582 10669 8
29655 23511 9
20080 19244 7
27392 15409 5
43663 21404 4
15773 30230 3
46087 10172 1
5207 3850 10
7714 9678 2
29420 8264 3
47367 4813 5
21805 45070 6
37963 15679 8
28530 26861 2
42225 43795 9
47800 38513 5
46472 13747 8
43003 2217 6
10258 25611 4
22615 4329 1
2056 16526 7
12226 32611 8
43144 26049 6
29465 8709 6
48842 46359 7
43149 20629 10
45865 12056 1
10759 16423 7
6109 31909 6
9710 2754 3
15730 33605 10
32463 18209 4
47237 11830 7
2519 604 6
46620 22476 10
24446 22097 1
6854 31640 9
13219 13832 3
21791 44587 9
17920 34791 7
34651 38698 10
40122 12888 7
47924 2583 8
47127 38730 9
19018 35310 8
2917 18644 6
1174 26695 10
41093 4115 8
27344 30378 10
37479 15135 6
38724 14607 8
17347 19679 1
15038 43806 10
16655 25874 5
280 34782 4
2657 14535 8
15661 26016 1
28181 3130 2
17932 35078 9
27312 1071 9
48021 41944 5
39337 43470 1
32547 38022 4
35002 43338 9
18845 7593 4
25495 36749 6
11615 35721 4
931 44897 7
5221 21546 4
31448 1355 2
8511 49113 5
11077 43087 5
44027 16848 7
10607 27947 4
47786 10741 6
6396 18925 5
35541 45321 9
41878 4495 2
10195 7958 1
15699 4324 5
11729 7429 8
22120 7958 9
35035 30493 9
8001 31538 10
18238 5457 6
6031 23149 3
25420 12405 9
16402 47534 1
40654 5663 2
10635 9555 6
10508 34215 9
12725 31371 6
1952 22294 7
49594 28337 2
33581 26375 4
10978 12461 10
41778 31681 10
49003 45701 2
48801 14860 8
36533 30005 7
21116 42108 6
13049 2750 1
29681 12326 1
37417 23292 1
43553 24414 6
27232 49134 1
20654 30374 2
8787 6289 10
34112 36792 2
38855 8897 8
32397 36279 9
47572 49911 6
7848 40956 1
41817 20779 4
20451 35198 7
19231 2551 2
3598 19674 3
45606 16926 7
10029 18393 6
27002 4875 9
23841 4922 8
20210 48406 5
26664 1489 1
18687 21479 3
46648 6099 3
34403 39512 10
6561 23758 2
6236 17314 6
20860 8108 3
37775 13913 10
5166 15172 1
18121 20413 9
49469 35475 2
46714 35975 10
45251 35786 5
36199 43116 5
6582 26453 1
20440 27536 2
43115 21840 5
48568 3411 3
4505 6181 10
262 7001 8
2786 30751 6
26606 35518 2
17320 10407 10
36778 16225 2
21893 11034 3
42499 37290 2
41342 1103 8
14314 47759 3
11099 48356 9
15636 26732 1
44656 34273 5
37794 47831 4
32286 35885 4
3890 28162 4
40190 43704 7
12613 34588 5
22561 8926 7
38716 26970 10
18852 17652 4
40395 8168 7
16711 42489 10
32615 95 2
26577 38714 4
48941 16576 3
37789 12082 10
7862 43976 4
8680 46600 1
15129 16383 1
47923 4731 7
8713 14295 5
7380 37655 1
42719 13775 2
45627 901 7
7009 22371 4
29299 9462 3
47468 42464 2
24166 21306 7
24820 43222 9
44585 18026 8
43458 13208 3
13551 25507 6
12320 43637 4
32106 32041 5
28668 3206 5
200 28396 8
10394 4024 1
49042 30064 9
18944 13358 7
7236 18822 3
18575 18306 3
27928 902 8
49979 34707 2
38435 29781 6
19870 42221 4
29448 13167 5
31249 25598 5
10515 31480 4
28713 8748 1
15363 42285 8
25203 14344 9
33403 42066 3
7197 17542 6
34211 16699 2
17813 43141 9
20330 48916 7
1330 4126 10
7020 15808 5
16521 16010 9
40212 37644 9
11989 41125 8
34624 220 3
1282 21454 9
27507 37221 6
95 31524 4
12279 7108 5
47243 27842 5
45614 17821 10
13072 41212 7
43898 39424 10
36963 23388 2
24898 30923 10
12862 16048 6
3001 22029 6
30892 49737 4
34897 21851 8
14914 28234 9
1076 45202 2
6762 37038 3
15158 26917 1
13432 30610 7
35060 48405 2
6724 44627 9
28919 47083 3
14465 48367 4
14317 24305 2
2399 16807 1
38502 26813 2
18377 42140 10
29480 13702 2
22335 15512 10
7784 6128 5
39211 35185 4
2894 31195 5
35459 10946 1
32083 14179 7
21675 6559 2
33010 38199 4
37727 18197 1
27990 45637 6
23389 49370 8
36456 45609 3
1762 48424 2
41104 37467 1
43732 18039 4
11276 10286 4
48331 2962 3
12835 13701 4
8691 19333 8
4015 43362 8
14786 40543 3
2063 7725 4
24028 41099 5
45007 28299 3
45083 4146 3
31046 24778 1
11231 24545 1
34932 11475 7
7112 5559 3
13879 4798 3
27200 7106 7
15024 45854 3
17441 46772 9
46774 36372 9
38776 38379 6
29691 10315 10
34920 43287 10
14128 29429 7
11281 40039 8
18296 20691 5
39733 14034 1
12862 26595 5
24610 35091 8
5965 38102 2
45515 8308 1
15056 48300 9
7416 36704 8
25860 42575 10
46691 48340 3
3462 33944 3
35325 15191 3
15760 3326 9
39773 35629 2
15826 35324 9
5476 22224 9
35229 6130 5
17114 21762 9
8924 11685 1
28031 32145 4
9156 14451 2
33944 9687 10
28989 4681 7
47246 41540 9
5253 48348 6
30205 10789 5
22130 1963 1
755 1790 1
47388 1988 2
21135 10808 10
5312 5415 4
31508 6439 8
35325 42437 6
3751 41343 10
1693 47135 3
23156 20502 7
44051 7546 9
42310 18996 5
17092 10438 2
35767 9695 10
43787 37773 9
31246 18820 8
34224 5020 3
11516 18938 9
40740 2782 6
24867 30728 1
33236 28487 8
1720 2893 10
3201 183 5
16096 24765 6
41724 22379 2
23689 47441 9
18027 34736 3
26554 24754 10
8057 15453 7
9782 17656 9
14932 21079 6
43340 3211 6
20324 11156 10
24597 47815 1
36211 46811 1
40961 30786 1
26655 13626 4
26881 39459 10
36586 30148 10
23270 1113 10
41696 34460 3
8242 4228 1
17551 3079 2
25668 16568 9
8143 36424 9
48398 325 5
40997 48056 5
42190 11629 9
31040 32666 4
33794 12704 7
47066 12300 9
42450 4205 7
17550 15874 3
44105 4294 3
45655 26219 10
44427 19343 3
34191 37448 5
26715 19502 3
1357 15906 7
49576 46988 3
24134 47333 9
28238 14016 2
20288 16505 2
30275 2672 7
19111 41394 7
10267 23244 6
49653 19045 1
12228 26429 4
47259 44286 6
22277 35616 3
19256 12561 1
43821 5544 8
24724 20167 7
18336 19044 9
37729 34757 9
1474 14802 2
24141 15823 9
45705 32831 9
11695 18050 6
47546 8798 8
39983 45691 1
44150 45105 6
2460 18985 1
19095 15651 4
14164 13692 6
12735 34485 5
38477 20648 2
25868 47739 4
9267 6696 2
6198 46616 10
29802 34485 8
47267 8111 9
3167 39744 4
15800 38883 2
41344 44484 4
32281 14207 3
26541 42207 6
14792 2569 7
2277 47406 2
5496 49154 10
49896 33088 8
49702 21459 7
6246 30258 9
26686 36211 9
549 699 3
13677 1741 1
38410 6995 6
27198 7340 9
8382 39137 9
859 16016 7
21879 30950 8
17294 47792 5
39064 7844 7
201 40701 4
25674 24111 10
22661 8776 1
4997 20396 10
4647 8072 9
41896 37685 5
7133 35338 5
14800 15161 7
34726 31283 6
1728 38440 3
49579 26691 4
11180 47379 3
14128 39752 10
33151 9691 2
15737 29575 5
21967 22131 7
5029 6044 5
2390 45574 5
8523 34057 9
26689 48964 1
24040 41319 1
22117 15574 8
25919 28093 7
48742 3038 9
45461 6290 2
48912 8440 7
1177 2762 4
3629 34095 4
23679 25597 7
39808 5792 1
25315 10092 8
4763 20996 4
6550 11502 4
16647 22317 6
3411 28166 9
36063 12019 7
37489 7128 8
41050 31802 7
36790 42215 3
40709 13818 9
17287 19031 1
7590 15866 5
36341 324 9
29322 12718 6
19558 15559 8
43719 36063 9
8945 26703 1
13891 15318 6
40272 47438 2
3499 6715 6
29591 45292 1
39693 3112 9
24133 36992 10
46369 4249 5
18727 37623 3
1033 46835 8
16727 38200 3
26401 49559 10
46279 37538 10
41023 27573 10
37533 24632 5
36221 42057 10
49774 39341 8
5875 34223 5
9514 35079 6
37963 25172 10
16266 9629 6
37050 6746 5
1394 32796 5
37321 40552 4
11476 12476 2
12121 14616 5
9259 28172 7
36956 36690 1
26726 40777 1
36563 30997 3
26082 41958 2
29961 27374 1
42069 28966 3
49104 14149 5
36808 47474 4
34078 39762 4
21350 43918 10
23711 42610 4
34092 9078 9
49611 1146 5
201 22589 7
43488 7720 3
45556 37110 10
28452 22370 1
35995 9649 7
38699 23509 9
44338 9608 7
43313 17435 2
36085 25063 10
24792 22591 7
41310 4771 4
978 36817 8
27915 6439 3
12470 34636 6
37454 22075 2
16510 12585 5
26127 35485 3
15768 38509 5
33359 17819 1
1930 10763 8
49304 14662 1
426 43759 9
28458 39347 7
25512 4102 1
7653 25374 9
13242 4918 2
43798 12670 10
21944 1670 1
4339 24588 9
3669 40112 5
5249 19204 10
4794 48347 6
3560 29696 7
11612 41257 9
12838 38172 8
42078 26944 3
3296 47839 6
14451 41779 5
17702 1102 8
28878 29012 10
18448 25607 3
3813 46813 8
9157 47580 7
26977 44000 3
39079 8991 6
1275 36402 2
48880 32249 8
25196 3125 3
37055 45828 10
4377 17271 1
26036 34339 9
17222 4401 4
13004 13281 8
15211 5844 3
20591 23453 3
13278 22592 7
7124 30617 9
5187 30425 1
13429 10765 2
5150 39513 3
30 24892 2
14343 49174 7
15595 33639 6
8674 30653 8
35790 37580 6
24640 7947 4
14303 29326 2
43769 35729 5
20125 17340 10
3223 47578 3
37932 21169 1
9230 25925 5
33440 2818 2
28256 18048 5
3466 15499 8
13427 44698 5
6659 26106 8
35008 7096 3
30356 48556 8
43730 33645 3
12232 4926 1
10582 41881 2
32215 38600 9
11953 6706 4
17111 34041 7
11247 37520 9
22291 48139 8
47921 45008 10
28700 15326 7
15180 35347 4
7535 33770 3
35619 44664 6
26766 1910 6
15001 37514 8
48417 1501 8
46059 38575 9
47132 41723 7
26396 44613 2
29725 31347 1
26388 32536 4
26547 33965 3
1013 23926 1
24649 35430 3
5528 43182 3
11825 14674 6
21488 44163 3
5648 25779 6
972 21957 9
29313 6874 5
26537 37318 3
48004 4775 9
42683 11417 2
37396 9092 6
37215 26078 8
49477 38939 1
36538 38707 9
44686 17597 4
28177 40857 10
35511 18927 9
1059 10376 3
2476 21684 1
39660 45337 4
43405 35539 7
47132 39205 5
33250 19127 3
19538 39688 6
48196 39959 9
36276 41255 2
42419 5505 5
22726 29613 9
33261 30007 1
45565 42915 8
6007 23392 3
15419 35649 7
29332 25591 8
12844 35341 3
1718 40342 8
18015 24933 2
40240 4160 8
32433 40005 9
32274 25196 9
9824 40870 10
28604 33148 8
47090 10086 3
20979 33824 10
12855 32368 1
42159 34874 6
44666 34366 1
26122 42175 3
44717 40973 4
24161 3399 5
1959 43487 6
49516 25569 7
47689 40602 6
44932 29926 10
2511 2007 2
11004 18323 9
11528 48920 6
24545 17584 5
11963 34313 7
30191 38901 7
12852 9198 6
40067 19278 3
41831 16162 3
44795 34911 10
17645 25649 4
12751 35794 10
6756 22294 7
10775 17087 2
44857 44599 6
12229 34933 6
47344 31673 3
22501 25498 3
37712 11262 7
38608 14526 4
22500 34717 10
44986 24251 2
14650 33061 2
36695 46570 7
24197 23973 1
42324 32088 9
17226 25315 9
21258 1024 10
21000 49544 8
44571 18828 5
14693 498 4
20094 41164 10
7862 44264 9
37811 4883 2
31537 39256 8
10801 3072 4
34179 46182 6
38140 15467 5
2470 5636 6
13774 25855 5
5780 21315 5
29732 7046 6
21480 13257 2
14194 47771 3
23993 40591 4
27491 31185 9
6381 15607 7
29316 20795 1
1052 40682 5
9809 45686 2
18578 5710 1
23190 11621 8
25095 40351 9
7996 45618 10
34322 30991 9
3941 39653 3
49660 31327 1
17804 23657 3
15401 33702 9
36556 22827 7
10668 8968 6
36530 28059 7
3825 21263 10
33190 27231 8
35318 28980 5
19572 10983 3
32290 46275 6
33437 22104 5
35477 41430 6
48030 38556 7
23836 20796 10
18876 11650 9
8447 19958 10
7776 5438 7
21777 1664 3
410 2582 1
10219 20109 6
41888 15045 10
42424 15210 2
15494 8593 2
21363 20799 2
13654 365 6
22277 31491 1
34195 13375 7
36408 48375 3
44695 6577 5
19874 18636 9
34392 40429 7
25285 38432 10
46972 32153 3
32740 45243 4
27726 29425 8
47144 19180 7
9811 48948 1
8502 24005 9
48414 46116 3
24171 18868 4
4560 34460 4
11329 46371 9
6937 48303 3
12479 4123 3
13119 39752 3
42280 464 5
40898 6068 1
24717 48384 1
5888 34051 4
27221 17196 8
10495 13366 9
30355 22610 1
34898 10817 8
26478 33992 2
43591 29886 3
11840 22943 8
30425 21027 5
48944 23801 9
41139 17408 8
8891 24832 3
37435 2142 6
9335 40541 2
33484 43894 8
25061 43101 9
15800 47812 2
25722 3479 9
11904 47073 8
7925 42298 8
11504 4149 8
45054 14094 4
29025 47002 4
36994 42952 10
12199 1918 6
11913 11307 3
37791 37150 10
14031 48561 7
11219 6606 7
21427 43073 10
4938 41966 5
15484 36250 9
9428 15496 3
21305 42815 6
46037 16024 10
35400 13316 6
36434 20189 5
27385 8005 8
47499 42244 8
48307 48736 8
14343 10588 7
18995 16196 1
37423 21798 5
16639 37854 8
40056 46890 2
11826 29283 10
38159 28756 1
12241 37423 3
28845 4579 3
3633 21699 4
43694 39052 8
49790 34537 8
47104 7373 4
32134 46394 6
9062 37983 9
34009 15927 3
9780 1840 2
8828 23875 7
47789 47586 1
35912 12349 3
2467 2914 5
49872 36320 8
39752 44958 8
33988 32994 9
37284 28729 6
44800 13800 6
43735 33707 6
12101 15518 9
25843 3989 1
13237 1136 5
19798 15485 7
42297 5374 10
37607 21019 2
30160 4352 6
10682 13765 10
6132 1496 3
42133 37826 3
47825 38461 6
43516 1574 2
19843 13031 8
18165 42844 9
12638 3715 10
12866 321 10
27235 30808 2
13789 45008 10
32759 6090 10
7547 9514 7
3173 41503 3
47956 9947 2
13582 10315 2
45009 45901 8
26877 30576 3
3506 7547 10
48891 44134 2
7597 7386 7
26391 6848 3
11842 2742 2
40469 47295 1
29261 8912 6
43366 48665 9
49804 28680 4
12972 40827 4
2426 19242 10
12612 28275 7
22106 13657 9
878 43275 3
29841 42639 5
34143 6791 3
18484 11543 2
5904 18641 1
36594 44763 7
40982 34394 3
22095 572 10
43576 21406 3
9838 39080 5
24613 8441 1
38758 12691 6
22935 47289 7
4326 48635 1
14065 46902 10
39072 22625 3
45518 38237 8
1119 6368 4
29735 7775 3
18052 12501 7
23528 36024 6
35365 24031 7
20115 49975 3
13894 1772 5
4911 48670 3
1680 9230 8
3526 27686 2
23712 40255 3
31412 15126 9
32430 18214 1
10902 39260 10
4031 29039 2
28260 27931 10
1466 27023 4
8518 8289 5
34802 42604 2
22438 20934 5
10393 44856 1
14538 45953 5
2122 16364 1
8171 1104 10
23801 26577 8
36990 41932 8
24154 27734 5
40822 4252 6
29020 38674 6
24377 18680 7
11303 16128 5
31429 6974 3
16456 30260 7
179 7245 1
36368 3892 2
33697 8037 1
13580 1746 7
36296 15063 2
29447 26125 5
5896 32046 3
27774 33834 1
35676 860 9
6385 47629 6
29344 7038 3
38846 1997 2
22460 46157 1
30373 5533 4
33316 2782 7
29685 6662 4
3531 30274 4
21767 5223 1
18856 23666 9
18058 32245 5
13074 26254 3
7484 46141 4
1624 1142 10
28514 11909 6
34844 34611 6
29282 27912 7
39069 16630 8
1945 13406 2
36782 358 6
13039 43977 4
39777 26383 3
28801 16660 7
25796 28626 3
5172 23149 10
4199 34381 4
9058 45840 8
1243 2102 1
17432 26409 7
27889 6564 5
21648 41080 10
1634 49485 2
7633 3314 8
38568 31827 8
8147 16535 1
1287 49087 5
38375 15463 9
36178 4452 10
49629 45870 5
37628 198 6
16337 43759 2
20753 11280 1
16745 40013 10
32888 2483 10
19505 42374 10
32565 25886 10
34680 32297 4
42469 4267 4
30359 38687 8
44902 7882 7
25049 39517 9
49145 19176 2
26927 25035 2
9728 14174 8
18786 3218 8
31450 37422 5
16268 15289 3
49951 21123 7
11994 13823 9
43891 38730 10
18946 38198 10
7467 40012 8
960 4390 5
10822 28232 3
1724 14047 8
3341 33788 8
35425 11241 2
5834 26918 1
10378 43303 1
41341 43282 5
6231 35766 2
15414 24207 10
37457 33617 10
33060 38319 8
9607 7337 2
29127 1468 9
33007 41022 10
18990 43351 9
2001 4627 9
26148 17041 5
35068 9059 3
49665 7880 8
23334 34206 9
48329 15278 10
28859 33216 6
28682 755 9
11309 4044 1
